campaign_id,point_id,carrier,time_band,tier,profile_id,kpi,n,median,mean,cv_percent,unstable,low_confidence,cv_not_computable_reason,implausible_values,synthetic
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,12,455.095,458.3966666666667,14.059167235292373,True,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,13,462.2,461.0,6.527824657971687,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s1_chat,t1_ttft_ms,15,505.1,507.9866666666667,3.353310733006739,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,491.27,491.53933333333333,10.284105371727673,True,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s3_multimodal,t1_ttft_ms,15,507.6,504.9,3.3702888780216025,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s1_chat,t1_ttft_ms,13,470.7,465.7846153846154,4.120118170034636,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,15,482.66,486.874,11.22936874217966,True,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,474.3,469.62,5.061642583714197,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s1_chat,t1_ttft_ms,15,491.2,493.3066666666667,3.9282573970334496,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,13,465.71,469.9861538461538,14.590115789034968,True,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,14,498.4,492.2642857142857,5.505859640834829,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s1_chat,t1_ttft_ms,13,470.9,467.7769230769231,4.318360767059196,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,14,442.78499999999997,446.40785714285715,13.706185193429576,True,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,13,469.8,468.36153846153843,4.466470750676386,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s1_chat,t1_ttft_ms,15,489.1,489.23333333333335,6.2833257961753315,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,525.21,511.8473333333333,14.583272476814479,True,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s3_multimodal,t1_ttft_ms,14,501.3,498.7785714285714,5.394789431446813,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s1_chat,t1_ttft_ms,15,480.4,474.87333333333333,3.876821631925239,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,14,439.83500000000004,462.26071428571424,13.522082484657757,True,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s3_multimodal,t1_ttft_ms,14,464.2,464.8142857142857,3.555190348936368,False,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s1_chat,t1_ttft_ms,14,542.1500000000001,542.25,4.308222025243424,False,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,15,518.91,517.88,13.157118688895576,True,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,14,539.95,538.8214285714286,4.766172132545477,False,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s1_chat,t1_ttft_ms,15,487.7,492.3933333333333,3.3628403500329274,False,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,15,523.29,520.9226666666667,13.567283529003973,True,False,,,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,15,495.7,497.47999999999996,4.395646943865557,False,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s1_chat,t1_ttft_ms,15,562.5,562.6733333333334,6.846174479058989,False,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,536.61,554.6386666666666,7.915644458781963,False,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s3_multimodal,t1_ttft_ms,13,560.0,555.9153846153846,4.221637547392065,False,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s1_chat,t1_ttft_ms,15,513.1,511.65333333333336,5.005055402905219,False,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,13,530.61,515.0023076923077,16.763222453598175,True,False,,,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,499.3,497.4133333333333,4.10803136420207,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,25,22.45,22.2012,6.602294132716277,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,26,22.84,22.23153846153846,6.237412821249683,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,26,22.855,22.376153846153844,6.761626470818381,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,25,17.11,16.6132,6.9632325167674685,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,25,16.83,16.535999999999998,6.866076364247946,False,False,,,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,27,16.91,16.57111111111111,6.517308924191196,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,24,25.595,25.15833333333333,5.754112316998855,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,27,25.66,25.275185185185183,6.210805779955082,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,23,25.7,25.168695652173913,5.420195130990466,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,25,19.06,18.6356,5.943094608756887,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,24,18.97,18.559583333333332,5.973768634514711,False,False,,,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,25,18.97,18.613599999999998,5.65274745808378,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,26,25.259999999999998,25.201153846153847,2.7254695583582267,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,27,25.27,25.297407407407405,2.489470861579058,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,25,25.29,25.302400000000002,2.5251366779770428,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,23,18.61,18.60608695652174,2.061649719802879,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,27,18.61,18.702222222222222,2.1916174112414986,False,False,,,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,26,18.575,18.64115384615385,2.368174819258666,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,22,28.119999999999997,28.22681818181818,2.761693636835399,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,23,28.08,28.175652173913043,3.3505278049659553,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,26,28.085,28.138076923076923,2.4203102030474057,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,26,21.04,21.01153846153846,2.440571674474241,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,26,20.975,20.970000000000002,2.34159068771269,False,False,,,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,26,20.82,20.912307692307692,2.725627612474005,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,15,27.34,27.373333333333335,2.7151013477164962,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,13,27.34,27.29769230769231,2.6893208679848257,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,27.34,27.373333333333335,2.7151013477164962,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,13,20.11,19.89846153846154,2.6465464950159334,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,14,20.049999999999997,19.902142857142856,2.5462438524256994,False,False,,,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,14,19.939999999999998,19.87357142857143,2.487379038003859,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,13,30.95,30.885384615384616,2.0117958489773864,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,14,30.939999999999998,30.888571428571428,1.9330570050312148,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,30.93,30.812666666666665,2.0969475168112734,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,13,22.54,22.56153846153846,2.151148934876532,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,22.5,22.551333333333332,1.9962121399816217,False,False,,,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,22.5,22.551333333333332,1.9962121399816217,False,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,14,27.04,27.984285714285715,11.568885040612473,True,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,12,27.8,28.190833333333334,10.773145180752392,True,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,13,28.28,28.464615384615385,11.216635258643342,True,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,13,20.01,20.627692307692307,16.056702059537347,True,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,20.01,20.574666666666666,15.481413323669749,True,False,,,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,20.01,20.574666666666666,15.481413323669749,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,14,32.71,32.12285714285714,11.242109086614787,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,14,32.645,31.752142857142854,11.198810428302187,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,13,32.59,31.706923076923076,11.721733459429476,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,13,23.06,22.416923076923077,13.805847490935474,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,13,23.34,22.833076923076923,12.89702413583022,True,False,,,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,23.06,22.472666666666665,12.851358696144807,True,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,13,31.54,31.443846153846152,1.7005558081218983,False,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,14,31.53,31.44142857142857,1.6460334443848919,False,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,31.52,31.386000000000003,1.7299185857016155,False,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,15,23.05,23.160666666666668,2.2855948364328733,False,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,23.05,23.160666666666668,2.2855948364328733,False,False,,,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,23.05,23.160666666666668,2.2855948364328733,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,13,35.01,35.21230769230769,2.211951145357567,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,14,35.084999999999994,35.22,2.1018756731284576,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,35.01,35.181333333333335,2.071842963607891,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,14,26.11,26.18642857142857,2.711953077355904,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,14,26.11,26.187142857142856,2.7126161498800356,False,False,,,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,14,26.11,26.110714285714288,2.3664346837158723,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,15,33.55,33.568,2.3043615805036977,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,14,33.599999999999994,33.57785714285714,2.387733678148239,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,14,33.599999999999994,33.59357142857143,2.3698624529027845,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,14,24.564999999999998,24.62,2.679989819096195,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,12,24.564999999999998,24.61916666666667,2.624605012255728,False,False,,,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,13,24.59,24.679230769230767,2.71702288769011,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,15,37.47,37.66466666666667,2.478232986055296,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,13,27.86,27.86076923076923,1.8713903988517615,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,15,27.86,27.846666666666668,2.0606777809676973,False,False,,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,15,27.86,27.846666666666668,2.0606777809676973,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,15,34.3,33.34466666666667,6.683958295030373,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,13,34.3,33.363846153846154,6.491932481345207,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,14,33.43,33.23285714285714,6.8269780042653645,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,13,25.74,24.921538461538464,6.387460636752035,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,14,24.784999999999997,24.80785714285714,6.39240141764918,False,False,,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,13,23.83,24.775384615384613,6.748404047483582,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,15,39.25,37.757333333333335,6.66923964605608,False,False,,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,15,39.25,37.757333333333335,6.66923964605608,False,False,,,True
