campaign_id,point_id,carrier,time_band,tier,profile_id,kpi,n,median,cv_percent,unstable,target_effect_pct,target_abs,mde,mde_pct,mde_at_power,required_n_breakeven,required_n_at_power,resolves_target_breakeven,resolves_at_power,plan_power,scenario_intrinsic_jitter,scenario_jitter_reason,synthetic
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,27,453.66,12.48334857212045,True,5.0,22.683000000000003,18.8108625056087,4.1464670690844905,34.64248381214958,19,63,True,False,0.8,True,,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,25,471.9,5.4470915050680455,False,5.0,23.595,9.004436135579693,1.9081237837634442,16.5827607836348,4,13,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s1_chat,t1_ttft_ms,23,435.6,4.750412852391615,False,5.0,21.78,7.659661794995503,1.7584163900356984,14.106195803650941,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,27,421.81,14.506467514755428,True,5.0,21.090500000000002,21.287445903760673,5.046690667305344,39.20341238490041,28,94,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,26,439.4,4.805155282275554,False,5.0,21.97,7.302475669832354,1.6619198156195618,13.448394251212854,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s1_chat,t1_ttft_ms,22,457.5,4.914629146243384,False,5.0,22.875,8.62765288330615,1.8858257668428742,15.888868745793182,4,11,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,23,462.24,10.653005832477323,True,5.0,23.112,17.761592673463195,3.8425044724522315,32.710126209522926,14,47,True,False,0.8,True,,True
SYNTH-EXP,SYNTH-P02,cucc,busy,metro,s3_multimodal,t1_ttft_ms,26,467.5,4.1430797972386575,False,5.0,23.375,6.73112849316583,1.4398135814258461,12.396189158921848,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s1_chat,t1_ttft_ms,26,441.6,4.074321618819699,False,5.0,22.08,6.28341368929559,1.4228744767426607,11.57166806952948,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,26,456.9,13.375447614037867,True,5.0,22.845,20.60205113715301,4.5090941425154325,37.941174829335985,22,72,True,False,0.8,True,,True
SYNTH-EXP,SYNTH-P02,cucc,idle,metro,s3_multimodal,t1_ttft_ms,26,449.95,4.631707125678091,False,5.0,22.4975,7.201825567891443,1.6005835243674726,13.263034886317193,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s1_chat,t1_ttft_ms,15,468.2,3.63641780860662,False,5.0,23.41,7.770598896959112,1.6596751168216815,14.310499926218167,2,6,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,13,409.14,10.970254430836322,True,5.0,20.456999999999997,23.4284700114518,5.726272183470646,43.14636784321589,18,58,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P03,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,15,463.1,3.989097789475481,False,5.0,23.155,8.517542540459266,1.8392447722866043,15.686087200370366,3,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s1_chat,t1_ttft_ms,13,452.8,2.8037633794114254,False,5.0,22.64,6.23896654962481,1.3778636372846311,11.489813273340191,1,4,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,14,458.99,12.688354175863523,True,5.0,22.949499999999997,27.238003396626954,5.93433482137453,50.162085415359364,20,67,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P03,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,14,448.7,4.801551933518468,False,5.0,22.435,10.242585838546827,2.282724724436556,18.86296356696107,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s1_chat,t1_ttft_ms,13,481.3,3.865038294931312,False,5.0,24.065,9.250170016450225,1.9219135708394401,17.035309516454248,2,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,14,475.755,13.056154619898413,True,5.0,23.787750000000003,29.577656600810172,6.216993326567282,54.47084043538008,22,74,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P03,cucc,busy,metro,s3_multimodal,t1_ttft_ms,15,475.3,4.714026578720963,False,5.0,23.765,10.33098985462456,2.173572449952569,19.025770280102947,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s1_chat,t1_ttft_ms,13,468.2,4.818644705983634,False,5.0,23.41,10.926351475169326,2.333693181368929,20.122200882152566,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,15,455.67,8.559214410542998,False,5.0,22.7835,17.551957200012485,3.8519009809758122,32.32405707030599,9,31,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P03,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,447.7,3.973173336533625,False,5.0,22.385,8.102034526567316,1.8097017034995122,14.920878819267243,2,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s1_chat,t1_ttft_ms,14,498.15,21.191353265918575,True,5.0,24.9075,50.035922048975515,10.0443484992423,92.14721648679247,57,192,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,12,415.33,26.099516204237688,True,5.0,20.7665,58.29468160817946,14.035750272838335,107.35672345399574,95,321,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,13,447.1,27.43615429628834,True,5.0,22.355,59.27447464553991,13.25754297596509,109.16113111610564,92,310,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s1_chat,t1_ttft_ms,13,452.9,25.550726951961266,True,5.0,22.645,56.19216463909553,12.407190249303495,103.4846835597834,81,272,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,15,443.79,16.999006361279136,True,5.0,22.189500000000002,34.7204243622043,7.823615755696229,63.94187074409775,37,125,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,15,414.6,21.689696009583205,True,5.0,20.73,43.444663223861625,10.478693493454323,80.00861427848787,66,224,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s1_chat,t1_ttft_ms,14,497.79999999999995,28.156678374243103,True,5.0,24.89,65.85059210240196,13.228323041864599,121.2718486591323,98,333,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,14,512.3149999999999,17.454481797404352,True,5.0,25.61575,43.62913807793669,8.516076647753177,80.34834708681277,41,138,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,busy,metro,s3_multimodal,t1_ttft_ms,13,509.0,16.55013077229775,True,5.0,25.45,42.117042646677504,8.274468103472987,77.56364003341726,36,121,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s1_chat,t1_ttft_ms,13,427.4,15.279154272563764,True,5.0,21.37,33.8347252021664,7.91640739404923,62.310748364414266,33,111,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,13,407.76,26.764744100531896,True,5.0,20.387999999999998,58.490124600929825,14.344252648844865,107.71665541939784,107,363,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P04,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,471.5,17.91726431513667,True,5.0,23.575,39.67906490272953,8.415496267811141,73.07380845318448,43,145,False,False,0.8,False,network_side_unstable,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s1_chat,t1_ttft_ms,13,479.0,3.4707767182837213,False,5.0,23.95,8.165138559894023,1.7046218287878963,15.0370925469658,2,6,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,14,466.295,11.87205589944904,True,5.0,23.31475,26.853570879099184,5.758923187917345,49.454106328204325,19,63,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P05,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,15,489.4,5.066394592739424,False,5.0,24.47,11.235501719223164,2.2957706823095965,20.691538535966362,4,11,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s1_chat,t1_ttft_ms,15,451.6,4.021460726608838,False,5.0,22.58,8.317644447846998,1.8418167510732946,15.31795062846489,3,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,15,428.87,9.949766425621755,False,5.0,21.4435,19.85050719178577,4.628560447638158,36.557115541584515,13,44,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,15,442.1,4.0976185148368405,False,5.0,22.105,8.328179374261017,1.8837772843838536,15.337351972643075,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s1_chat,t1_ttft_ms,13,501.3,4.114121471220686,False,5.0,25.065,10.13730509446783,2.0222032903386857,18.669076313178834,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,14,497.405,13.691823047278707,True,5.0,24.870249999999995,32.65861102944527,6.565798701148013,60.14479153082498,25,82,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P05,cucc,busy,metro,s3_multimodal,t1_ttft_ms,15,495.1,4.081327419436871,False,5.0,24.755,9.2410597625597,1.8665036886608162,17.01853187944622,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s1_chat,t1_ttft_ms,14,465.25,3.5628340295674863,False,5.0,23.2625,7.906302858819957,1.699366546764096,14.560415223861067,2,6,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,14,463.655,9.39600927333668,False,5.0,23.182749999999995,20.72063671141155,4.468977302393277,38.15956454088595,12,38,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P05,cucc,idle,metro,s3_multimodal,t1_ttft_ms,14,467.1,5.200701256405138,False,5.0,23.355,11.4599751757014,2.4534307804969813,21.104933619790188,4,12,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s1_chat,t1_ttft_ms,15,487.4,4.369635114565436,False,5.0,24.37,9.852270139888233,2.0213931349791205,18.14414988851456,3,9,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,14,490.87,8.26190161760886,False,5.0,24.543499999999998,18.75562608760748,3.820894755761705,34.54075925189202,9,28,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,14,494.2,4.5023339822395165,False,5.0,24.71,10.491014118392354,2.122827624118242,19.320474362144587,3,9,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s1_chat,t1_ttft_ms,14,460.65,5.601628766225746,False,5.0,23.0325,12.176684686728157,2.6433701697011087,22.424841073600724,4,14,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,12,455.095,14.059167235292373,True,5.0,22.754750000000005,32.96677724795904,7.243933079457923,60.71231698230981,26,86,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P06,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,13,462.2,6.527824657971687,False,5.0,23.11,14.789850992358028,3.1998812185975827,27.237303628905984,6,19,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s1_chat,t1_ttft_ms,15,505.1,3.353310733006739,False,5.0,25.255,7.793751449981514,1.5430115719622872,14.353138159475645,2,5,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,491.27,10.284105371727673,True,5.0,24.563499999999998,23.12838101348882,4.707875712640467,42.59371757260565,14,46,True,False,0.8,True,,True
SYNTH-EXP,SYNTH-P06,cucc,busy,metro,s3_multimodal,t1_ttft_ms,15,507.6,3.3702888780216025,False,5.0,25.38,7.785615237089491,1.5338091483627838,14.338154337052826,2,5,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s1_chat,t1_ttft_ms,13,470.7,4.120118170034636,False,5.0,23.535,9.431683201142102,2.0037567880055454,17.36958805155625,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,15,482.66,11.22936874217966,True,5.0,24.133000000000003,25.014531044547315,5.182640170005245,46.06729151950719,17,55,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P06,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,474.3,5.061642583714197,False,5.0,23.715,10.875732038650703,2.2930069657707577,20.028979053028372,4,11,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s1_chat,t1_ttft_ms,15,491.2,3.9282573970334496,False,5.0,24.56,8.866196676912198,1.805007466798086,16.328176061235116,2,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,13,465.71,14.590115789034968,True,5.0,23.2855,33.70064358110624,7.236401103928677,62.063820804037995,28,93,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P07,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,14,498.4,5.505859640834829,False,5.0,24.92,12.835876067266726,2.575416546401831,23.638821916988796,4,13,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s1_chat,t1_ttft_ms,13,470.9,4.318360767059196,False,5.0,23.545,9.927779143533614,2.1082563481702303,18.283208872953825,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,14,442.78499999999997,13.706185193429576,True,5.0,22.139249999999997,28.97680355094724,6.544215262700235,53.36429670049546,24,82,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P07,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,13,469.8,4.466470750676386,False,5.0,23.49,10.281112487213322,2.1884019768440446,18.93391506120369,3,9,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s1_chat,t1_ttft_ms,15,489.1,6.2833257961753315,False,5.0,24.455,14.064557006445511,2.875599469729199,25.901586823866758,5,17,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,525.21,14.583272476814479,True,5.0,26.2605,34.15197898969492,6.502537840043966,62.89500967595821,26,87,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P07,cucc,busy,metro,s3_multimodal,t1_ttft_ms,14,501.3,5.394789431446813,False,5.0,25.065,12.74337126553071,2.5420648844066847,23.468463109904295,4,13,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s1_chat,t1_ttft_ms,15,480.4,3.876821631925239,False,5.0,24.02,8.423140438123747,1.7533597914495727,15.512234284215353,2,7,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,14,439.83500000000004,13.522082484657757,True,5.0,21.991750000000003,29.60278819386763,6.730430319066838,54.517123310788214,26,87,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P07,cucc,idle,metro,s3_multimodal,t1_ttft_ms,14,464.2,3.555190348936368,False,5.0,23.21,7.826081685767644,1.6859288422592944,14.4126782081858,2,6,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s1_chat,t1_ttft_ms,14,542.1500000000001,4.308222025243424,False,5.0,27.107500000000005,11.063682098250741,2.040704989071427,20.3751118736391,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s2_coding_agent,t1_ttft_ms,15,518.91,13.157118688895576,True,5.0,25.945499999999996,31.17528059470451,6.007839624348059,57.41305870580146,22,74,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P08,cmcc,busy,metro,s3_multimodal,t1_ttft_ms,14,539.95,4.766172132545477,False,5.0,26.9975,12.16232580200969,2.2524911199203057,22.39839744661277,3,10,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s1_chat,t1_ttft_ms,15,487.7,3.3628403500329274,False,5.0,24.385,7.575980590371707,1.553410004177098,13.952086720364798,2,5,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s2_coding_agent,t1_ttft_ms,15,523.29,13.567283529003973,True,5.0,26.164499999999997,32.33602227767257,6.179369427597043,59.550705235848596,23,78,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P08,cmcc,idle,metro,s3_multimodal,t1_ttft_ms,15,495.7,4.395646943865557,False,5.0,24.785,10.005040887299428,2.0183661261447305,18.42549574081582,3,9,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s1_chat,t1_ttft_ms,15,562.5,6.846174479058989,False,5.0,28.125,17.62482184345955,3.1333016610594755,32.45824614485482,6,20,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s2_coding_agent,t1_ttft_ms,15,536.61,7.915644458781963,False,5.0,26.8305,20.08708242017643,3.743329870888807,36.99279750552612,9,29,True,False,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,busy,metro,s3_multimodal,t1_ttft_ms,13,560.0,4.221637547392065,False,5.0,28.0,11.534108422315601,2.059662218270643,21.241458980868597,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s1_chat,t1_ttft_ms,15,513.1,5.005055402905219,False,5.0,25.655,11.716695310030424,2.283511071921735,21.57771487025621,4,11,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s2_coding_agent,t1_ttft_ms,13,530.61,16.763222453598175,True,5.0,26.530500000000004,42.42883195822569,7.996236776205818,78.13783784996549,34,113,False,False,0.8,True,,True
SYNTH-EXP,SYNTH-P08,cucc,idle,metro,s3_multimodal,t1_ttft_ms,15,499.3,4.10803136420207,False,5.0,24.965,9.349138908089637,1.8724492105126451,17.217572728760565,3,8,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,25,22.45,6.602294132716277,False,5.0,1.1225,0.5194782657108187,2.313934368422355,0.956682204512676,6,19,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,26,22.84,6.237412821249683,False,5.0,1.1420000000000001,0.4818960884750715,2.1098777954250063,0.8874700689114234,5,16,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,26,22.855,6.761626470818381,False,5.0,1.1427500000000002,0.5257944647026562,2.3005664611798564,0.9683142506915159,6,19,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,25,17.11,6.9632325167674685,False,5.0,0.8554999999999999,0.4099777194600377,2.396129277966322,0.7550236734494048,6,20,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,25,16.83,6.866076364247946,False,5.0,0.8414999999999999,0.40237886144030977,2.3908429081420666,0.741029455169368,6,20,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,27,16.91,6.517308924191196,False,5.0,0.8454999999999999,0.3683020391217955,2.1780132414062416,0.6782728556149007,6,18,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s1_chat,n1_rtt_p50_ms,24,25.595,5.754112316998855,False,5.0,1.27975,0.5236253332468498,2.0458110304623944,0.9643195321440918,5,14,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,27,25.66,6.210805779955082,False,5.0,1.2830000000000001,0.5353360393396365,2.086266716054702,0.9858862171446995,5,16,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,busy,metro,s3_multimodal,n1_rtt_p50_ms,23,25.7,5.420195130990466,False,5.0,1.285,0.5040548312579566,1.961302845361699,0.9282780801296652,4,13,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s1_chat,n1_rtt_p50_ms,25,19.06,5.943094608756887,False,5.0,0.953,0.39251123156390477,2.0593453912062163,0.7228570184639421,5,15,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,24,18.97,5.973768634514711,False,5.0,0.9484999999999999,0.40103019018322134,2.1140231427686946,0.7385457135452045,5,15,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P01,cucc,idle,metro,s3_multimodal,n1_rtt_p50_ms,25,18.97,5.65274745808378,False,5.0,0.9484999999999999,0.3728945402737168,1.9657065907945008,0.6867305032514871,4,14,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s1_chat,n1_rtt_p50_ms,26,25.259999999999998,2.7254695583582267,False,5.0,1.263,0.23869380966118073,0.9449477817148881,0.43958358819444204,1,4,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s2_coding_agent,n1_rtt_p50_ms,27,25.27,2.489470861579058,False,5.0,1.2634999999999998,0.21476685086795871,0.8498886065214037,0.39551919282602027,1,3,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,busy,metro,s3_multimodal,n1_rtt_p50_ms,25,25.29,2.5251366779770428,False,5.0,1.2645,0.22643453870308752,0.8953520707911725,0.4170066544898938,1,3,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s1_chat,n1_rtt_p50_ms,23,18.61,2.061649719802879,False,5.0,0.9305,0.1417333579231431,0.76159783945805,0.26101916145685017,1,2,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s2_coding_agent,n1_rtt_p50_ms,27,18.61,2.1916174112414986,False,5.0,0.9305,0.13977906844416568,0.7510965526285098,0.2574201004558172,1,3,True,True,0.8,False,not_applicable,True
SYNTH-EXP,SYNTH-P02,cmcc,idle,metro,s3_multimodal,n1_rtt_p50_ms,26,18.575,2.368174819258666,False,5.0,0.92875,0.1534143359306085,0.8259183630180806,0.2825310985842967,1,3,True,True,0.8,False,not_applicable,True
