ts_local	getprop	ril_rat	is_nr_available	nr_freq_range	pci	screen
2026-08-02T02:56:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:57:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:57:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:58:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:58:41	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:59:12	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T02:59:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:00:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:00:44	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:01:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:01:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:02:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:02:47	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:03:18	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:03:49	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:04:20	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:04:51	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:05:22	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:05:53	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:06:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:06:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:07:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:07:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:08:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:08:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:09:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:10:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:10:32	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:11:03	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:11:34	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:12:05	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:12:36	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:13:07	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:13:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:14:09	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:14:40	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:15:12	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:15:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:16:14	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:16:45	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:17:16	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:17:47	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:18:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:18:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:19:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:20:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:20:41	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:21:11	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:21:42	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:22:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:22:44	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:23:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:23:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:24:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:24:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:25:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:25:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:26:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:26:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:27:24	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:27:55	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:28:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:28:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:29:30	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:30:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:30:32	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:31:03	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:31:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:32:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:32:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:33:06	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:33:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:34:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:34:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:35:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:35:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:36:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:36:45	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:37:16	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:37:49	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:38:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:38:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:39:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:39:53	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:40:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:40:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:41:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:41:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:42:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:43:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:43:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:44:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:44:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:45:07	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:45:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:46:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:46:41	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:47:12	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:47:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:48:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:48:44	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:49:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:49:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:50:18	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:50:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:51:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:51:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:52:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:52:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:53:22	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:53:53	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:54:24	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:54:55	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:55:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:55:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:56:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:56:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:57:28	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:57:59	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:58:30	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:59:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T03:59:31	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:00:02	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:00:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:01:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:01:34	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:02:05	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:02:38	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:03:09	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:03:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:04:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:04:41	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:05:12	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:05:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:06:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:06:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:07:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:07:47	LTE,Unknown	LTE	false	0	420	ON
2026-08-02T04:08:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:08:49	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:09:20	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:09:51	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:10:22	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:10:53	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:11:24	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:11:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:12:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:12:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:13:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:14:00	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:14:31	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:15:02	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:15:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:16:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:16:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:17:06	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:17:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:18:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:18:40	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:19:11	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:19:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:20:14	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:20:45	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:21:16	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:21:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:22:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:22:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:23:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:23:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:24:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:24:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:25:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:25:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:26:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:26:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:27:26	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:27:57	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:28:28	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:28:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:29:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:30:00	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:30:31	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:31:02	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:31:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:32:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:32:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:33:06	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:33:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:34:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:34:38	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:35:09	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:35:40	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:36:11	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:36:42	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:37:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:37:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:38:14	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:38:45	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:39:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:39:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:40:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:40:47	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:41:18	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:41:49	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:42:20	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:42:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:43:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:43:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:44:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:44:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:45:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:45:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:46:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:46:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:47:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:48:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:48:32	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:49:03	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:49:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:50:07	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:50:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:51:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:51:40	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:52:11	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:52:42	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:53:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:53:44	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:54:16	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:54:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:55:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:55:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:56:20	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:56:51	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:57:22	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:57:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:58:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:58:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:59:24	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T04:59:55	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:00:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:00:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:01:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:01:57	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:02:28	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:02:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:03:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:04:00	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:04:30	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:05:01	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:05:31	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:06:02	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:06:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:07:03	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:07:34	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:08:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:08:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:09:05	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:09:36	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:10:07	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:10:38	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:11:08	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:11:39	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:12:10	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:12:42	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:13:13	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:13:44	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:14:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:14:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:15:18	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:15:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:16:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:16:51	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:17:23	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:17:57	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:18:28	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:18:59	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:19:31	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:20:02	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:20:33	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:21:04	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:21:35	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:22:06	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:22:37	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:23:07	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:23:38	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:24:09	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:24:40	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:25:11	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:25:41	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:26:12	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:26:43	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:27:14	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:27:45	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:28:15	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:28:46	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:29:17	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:29:48	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:30:19	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:30:50	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:31:21	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:31:52	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:32:22	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:32:53	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:33:24	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:33:54	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:34:25	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:34:56	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:35:27	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:35:58	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:36:29	LTE,Unknown	LTE	false	0	420	OFF
2026-08-02T05:37:01	LTE,Unknown	LTE	false	0	420	OFF
