point_id,carrier,time_band,profile_id,kpi,access,regional_incr,core_incr,end_to_end_core,coverage,low_confidence,not_computable_reason,incomparability,tier_time_spread_ms,severe_incomparability,synthetic
SYNTH-P02,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,18.61,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,18.61,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s1_chat,n1_rtt_p50_ms,28.11,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,28.22,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s3_multimodal,n1_rtt_p50_ms,28.085,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s1_chat,n1_rtt_p50_ms,20.83,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,20.915,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s3_multimodal,n1_rtt_p50_ms,20.86,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P03,cmcc,busy,s1_chat,n1_rtt_p50_ms,27.34,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,27.34,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,27.34,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s1_chat,n1_rtt_p50_ms,20.11,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,20.049999999999997,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,19.939999999999998,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s1_chat,n1_rtt_p50_ms,30.95,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,30.939999999999998,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s3_multimodal,n1_rtt_p50_ms,30.93,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s1_chat,n1_rtt_p50_ms,22.54,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,22.5,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s3_multimodal,n1_rtt_p50_ms,22.5,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P04,cmcc,busy,s1_chat,n1_rtt_p50_ms,27.04,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,27.8,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,28.28,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,idle,s1_chat,n1_rtt_p50_ms,20.01,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,20.01,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,20.01,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,busy,s1_chat,n1_rtt_p50_ms,32.71,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,32.645,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,busy,s3_multimodal,n1_rtt_p50_ms,32.59,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,idle,s1_chat,n1_rtt_p50_ms,23.06,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,23.34,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cucc,idle,s3_multimodal,n1_rtt_p50_ms,23.06,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P05,cmcc,busy,s1_chat,n1_rtt_p50_ms,31.54,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,31.53,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,31.52,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cmcc,idle,s1_chat,n1_rtt_p50_ms,23.05,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,23.05,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,23.05,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,busy,s1_chat,n1_rtt_p50_ms,35.01,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,35.084999999999994,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,busy,s3_multimodal,n1_rtt_p50_ms,35.01,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,idle,s1_chat,n1_rtt_p50_ms,26.11,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,26.11,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P05,cucc,idle,s3_multimodal,n1_rtt_p50_ms,26.11,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,busy,s1_chat,n1_rtt_p50_ms,33.55,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,33.599999999999994,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,33.599999999999994,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,idle,s1_chat,n1_rtt_p50_ms,24.564999999999998,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,24.564999999999998,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,24.59,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,busy,s1_chat,n1_rtt_p50_ms,37.47,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,37.47,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,busy,s3_multimodal,n1_rtt_p50_ms,37.47,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,idle,s1_chat,n1_rtt_p50_ms,27.86,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,27.86,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P06,cucc,idle,s3_multimodal,n1_rtt_p50_ms,27.86,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P07,cmcc,busy,s1_chat,n1_rtt_p50_ms,34.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,34.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,33.43,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cmcc,idle,s1_chat,n1_rtt_p50_ms,25.74,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,24.784999999999997,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,23.83,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,busy,s1_chat,n1_rtt_p50_ms,39.25,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,39.25,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,busy,s3_multimodal,n1_rtt_p50_ms,39.445,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,idle,s1_chat,n1_rtt_p50_ms,28.79,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,28.39,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P07,cucc,idle,s3_multimodal,n1_rtt_p50_ms,27.725,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P08,cmcc,busy,s1_chat,n1_rtt_p50_ms,49.8,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cmcc,busy,s2_coding_agent,n1_rtt_p50_ms,49.73,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cmcc,busy,s3_multimodal,n1_rtt_p50_ms,49.61,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cmcc,idle,s1_chat,n1_rtt_p50_ms,36.92,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cmcc,idle,s2_coding_agent,n1_rtt_p50_ms,36.92,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cmcc,idle,s3_multimodal,n1_rtt_p50_ms,36.92,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,busy,s1_chat,n1_rtt_p50_ms,56.31,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,busy,s2_coding_agent,n1_rtt_p50_ms,56.31,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,busy,s3_multimodal,n1_rtt_p50_ms,57.05,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,idle,s1_chat,n1_rtt_p50_ms,41.42,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,idle,s2_coding_agent,n1_rtt_p50_ms,41.52,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P08,cucc,idle,s3_multimodal,n1_rtt_p50_ms,41.42,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P01,cmcc,busy,s1_chat,t1_ttft_ms,454.5,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cmcc,busy,s2_coding_agent,t1_ttft_ms,453.1,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cmcc,busy,s3_multimodal,t1_ttft_ms,452.2,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cmcc,idle,s1_chat,t1_ttft_ms,439.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cmcc,idle,s2_coding_agent,t1_ttft_ms,453.59000000000003,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cmcc,idle,s3_multimodal,t1_ttft_ms,426.70000000000005,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,busy,s1_chat,t1_ttft_ms,453.5,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,busy,s2_coding_agent,t1_ttft_ms,458.78,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,busy,s3_multimodal,t1_ttft_ms,460.1,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,idle,s1_chat,t1_ttft_ms,440.1,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,idle,s2_coding_agent,t1_ttft_ms,444.5,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P01,cucc,idle,s3_multimodal,t1_ttft_ms,441.65,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi;MIXED_MODE:forensic/quick",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P02,cmcc,busy,s1_chat,t1_ttft_ms,460.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,busy,s2_coding_agent,t1_ttft_ms,464.59000000000003,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,busy,s3_multimodal,t1_ttft_ms,471.9,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,idle,s1_chat,t1_ttft_ms,438.45,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,idle,s2_coding_agent,t1_ttft_ms,432.34,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cmcc,idle,s3_multimodal,t1_ttft_ms,440.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s1_chat,t1_ttft_ms,457.4,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s2_coding_agent,t1_ttft_ms,460.35,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,busy,s3_multimodal,t1_ttft_ms,462.25,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s1_chat,t1_ttft_ms,445.1,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s2_coding_agent,t1_ttft_ms,462.505,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P02,cucc,idle,s3_multimodal,t1_ttft_ms,449.75,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_MODE:forensic/quick",,,True
SYNTH-P03,cmcc,busy,s1_chat,t1_ttft_ms,468.2,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,busy,s2_coding_agent,t1_ttft_ms,409.14,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,busy,s3_multimodal,t1_ttft_ms,463.1,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s1_chat,t1_ttft_ms,452.8,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s2_coding_agent,t1_ttft_ms,458.99,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cmcc,idle,s3_multimodal,t1_ttft_ms,448.7,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s1_chat,t1_ttft_ms,481.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s2_coding_agent,t1_ttft_ms,475.755,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,busy,s3_multimodal,t1_ttft_ms,475.3,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s1_chat,t1_ttft_ms,468.2,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s2_coding_agent,t1_ttft_ms,455.67,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P03,cucc,idle,s3_multimodal,t1_ttft_ms,447.7,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core",,,True
SYNTH-P04,cmcc,busy,s1_chat,t1_ttft_ms,498.15,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
SYNTH-P04,cmcc,busy,s2_coding_agent,t1_ttft_ms,415.33,,,,metro,False,"TIER_MISSING:regional,core","TIER_MISSING:regional,core;MIXED_TRANSPORT:cellular/wifi",,MIXED_TRANSPORT:cellular/wifi,True
